lexeme,variants,prs.1sg,prs.2sg,prs.3sg,prs.1pl,prs.2pl,prs.3pl,ipfv.1sg,ipfv.2sg,ipfv.3sg,ipfv.1pl,ipfv.2pl,ipfv.3pl,fut.1sg,fut.2sg,fut.3sg,fut.1pl,fut.2pl,fut.3pl,cond.1sg,cond.2sg,cond.3sg,cond.1pl,cond.2pl,cond.3pl,sbjv.1sg,sbjv.2sg,sbjv.3sg,sbjv.1pl,sbjv.2pl,sbjv.3pl,pst.1sg,pst.2sg,pst.3sg,pst.1pl,pst.2pl,pst.3pl,pst.sbjv.1sg,pst.sbjv.2sg,pst.sbjv.3sg,pst.sbjv.1pl,pst.sbjv.2pl,pst.sbjv.3pl,imp.2sg,imp.1pl,imp.2pl,inf,prs.ptcp,pst.ptcp.m.sg,pst.ptcp.m.pl,pst.ptcp.f.sg,pst.ptcp.f.pl
torcher,torcher,tɔʁʃ,tɔʁʃ,tɔʁʃ,tɔʁʃɔ̃,tɔʁʃe,tɔʁʃ,tɔʁʃE,tɔʁʃE,tɔʁʃE,tɔʁʃjɔ̃,tɔʁʃje,tɔʁʃE,tɔʁʃəʁE,tɔʁʃəʁa,tɔʁʃəʁa,tɔʁʃəʁɔ̃,tɔʁʃəʁe,tɔʁʃəʁɔ̃,tɔʁʃəʁE,tɔʁʃəʁE,tɔʁʃəʁE,tɔʁʃəʁjɔ̃,tɔʁʃəʁje,tɔʁʃəʁE,tɔʁʃ,tɔʁʃ,tɔʁʃ,tɔʁʃjɔ̃,tɔʁʃje,tɔʁʃ,tɔʁʃE,tɔʁʃa,tɔʁʃa,tɔʁʃam,tɔʁʃat,tɔʁʃEʁ,tɔʁʃas,tɔʁʃas,tɔʁʃa,tɔʁʃasjɔ̃,tɔʁʃasje,tɔʁʃas,tɔʁʃ,tɔʁʃɔ̃,tɔʁʃe,tɔʁʃe,tɔʁʃɑ̃,tɔʁʃe,tɔʁʃe,tɔʁʃe,tɔʁʃe
torchonner,torchonner,tɔʁʃɔn,tɔʁʃɔn,tɔʁʃɔn,tɔʁʃOnɔ̃,tɔʁʃOne,tɔʁʃɔn,tɔʁʃOnE,tɔʁʃOnE,tɔʁʃOnE,tɔʁʃOnjɔ̃,tɔʁʃOnje,tɔʁʃOnE,tɔʁʃɔnəʁE,tɔʁʃɔnəʁa,tɔʁʃɔnəʁa,tɔʁʃɔnəʁɔ̃,tɔʁʃɔnəʁe,tɔʁʃɔnəʁɔ̃,tɔʁʃɔnəʁE,tɔʁʃɔnəʁE,tɔʁʃɔnəʁE,tɔʁʃɔnəʁjɔ̃,tɔʁʃɔnəʁje,tɔʁʃɔnəʁE,tɔʁʃɔn,tɔʁʃɔn,tɔʁʃɔn,tɔʁʃOnjɔ̃,tɔʁʃOnje,tɔʁʃɔn,tɔʁʃOnE,tɔʁʃOna,tɔʁʃOna,tɔʁʃOnam,tɔʁʃOnat,tɔʁʃOnEʁ,tɔʁʃOnas,tɔʁʃOnas,tɔʁʃOna,tɔʁʃOnasjɔ̃,tɔʁʃOnasje,tɔʁʃOnas,tɔʁʃɔn,tɔʁʃOnɔ̃,tɔʁʃOne,tɔʁʃOne,tɔʁʃOnɑ̃,tɔʁʃOne,tɔʁʃOne,tɔʁʃOne,tɔʁʃOne
tortiller,tortiller,tɔʁtij,tɔʁtij,tɔʁtij,tɔʁtijɔ̃,tɔʁtije,tɔʁtij,tɔʁtijE,tɔʁtijE,tɔʁtijE,tɔʁtijɔ̃,tɔʁtije,tɔʁtijE,tɔʁtijəʁE,tɔʁtijəʁa,tɔʁtijəʁa,tɔʁtijəʁɔ̃,tɔʁtijəʁe,tɔʁtijəʁɔ̃,tɔʁtijəʁE,tɔʁtijəʁE,tɔʁtijəʁE,tɔʁtijəʁjɔ̃,tɔʁtijəʁje,tɔʁtijəʁE,tɔʁtij,tɔʁtij,tɔʁtij,tɔʁtijɔ̃,tɔʁtije,tɔʁtij,tɔʁtijE,tɔʁtija,tɔʁtija,tɔʁtijam,tɔʁtijat,tɔʁtijEʁ,tɔʁtijas,tɔʁtijas,tɔʁtija,tɔʁtijasjɔ̃,tɔʁtijasje,tɔʁtijas,tɔʁtij,tɔʁtijɔ̃,tɔʁtije,tɔʁtije,tɔʁtijɑ̃,tɔʁtije,tɔʁtije,tɔʁtije,tɔʁtije
tortorer,tortorer,tɔʁtɔʁ,tɔʁtɔʁ,tɔʁtɔʁ,tɔʁtOʁɔ̃,tɔʁtOʁe,tɔʁtɔʁ,tɔʁtOʁE,tɔʁtOʁE,tɔʁtOʁE,tɔʁtOʁjɔ̃,tɔʁtOʁje,tɔʁtOʁE,tɔʁtɔʁəʁE,tɔʁtɔʁəʁa,tɔʁtɔʁəʁa,tɔʁtɔʁəʁɔ̃,tɔʁtɔʁəʁe,tɔʁtɔʁəʁɔ̃,tɔʁtɔʁəʁE,tɔʁtɔʁəʁE,tɔʁtɔʁəʁE,tɔʁtɔʁəʁjɔ̃,tɔʁtɔʁəʁje,tɔʁtɔʁəʁE,tɔʁtɔʁ,tɔʁtɔʁ,tɔʁtɔʁ,tɔʁtOʁjɔ̃,tɔʁtOʁje,tɔʁtɔʁ,tɔʁtOʁE,tɔʁtOʁa,tɔʁtOʁa,tɔʁtOʁam,tɔʁtOʁat,tɔʁtOʁEʁ,tɔʁtOʁas,tɔʁtOʁas,tɔʁtOʁa,tɔʁtOʁasjɔ̃,tɔʁtOʁasje,tɔʁtOʁas,tɔʁtɔʁ,tɔʁtOʁɔ̃,tɔʁtOʁe,tɔʁtOʁe,tɔʁtOʁɑ̃,tɔʁtOʁe,tɔʁtOʁe,tɔʁtOʁe,tɔʁtOʁe
torturer,torturer,tɔʁtyʁ,tɔʁtyʁ,tɔʁtyʁ,tɔʁtyʁɔ̃,tɔʁtyʁe,tɔʁtyʁ,tɔʁtyʁE,tɔʁtyʁE,tɔʁtyʁE,tɔʁtyʁjɔ̃,tɔʁtyʁje,tɔʁtyʁE,tɔʁtyʁəʁE,tɔʁtyʁəʁa,tɔʁtyʁəʁa,tɔʁtyʁəʁɔ̃,tɔʁtyʁəʁe,tɔʁtyʁəʁɔ̃,tɔʁtyʁəʁE,tɔʁtyʁəʁE,tɔʁtyʁəʁE,tɔʁtyʁəʁjɔ̃,tɔʁtyʁəʁje,tɔʁtyʁəʁE,tɔʁtyʁ,tɔʁtyʁ,tɔʁtyʁ,tɔʁtyʁjɔ̃,tɔʁtyʁje,tɔʁtyʁ,tɔʁtyʁE,tɔʁtyʁa,tɔʁtyʁa,tɔʁtyʁam,tɔʁtyʁat,tɔʁtyʁEʁ,tɔʁtyʁas,tɔʁtyʁas,tɔʁtyʁa,tɔʁtyʁasjɔ̃,tɔʁtyʁasje,tɔʁtyʁas,tɔʁtyʁ,tɔʁtyʁɔ̃,tɔʁtyʁe,tɔʁtyʁe,tɔʁtyʁɑ̃,tɔʁtyʁe,tɔʁtyʁe,tɔʁtyʁe,tɔʁtyʁe
traduire,traduire,tʁadɥi,tʁadɥi,tʁadɥi,tʁadɥizɔ̃,tʁadɥize,tʁadɥiz,tʁadɥizE,tʁadɥizE,tʁadɥizE,tʁadɥizjɔ̃,tʁadɥizje,tʁadɥizE,tʁadɥiʁE,tʁadɥiʁa,tʁadɥiʁa,tʁadɥiʁɔ̃,tʁadɥiʁe,tʁadɥiʁɔ̃,tʁadɥiʁE,tʁadɥiʁE,tʁadɥiʁE,tʁadɥiʁjɔ̃,tʁadɥiʁje,tʁadɥiʁE,tʁadɥiz,tʁadɥiz,tʁadɥiz,tʁadɥizjɔ̃,tʁadɥizje,tʁadɥiz,tʁadɥizi,tʁadɥizi,tʁadɥizi,tʁadɥizim,tʁadɥizit,tʁadɥiziʁ,tʁadɥizis,tʁadɥizis,tʁadɥizi,tʁadɥizisjɔ̃,tʁadɥizisje,tʁadɥizis,tʁadɥi,tʁadɥizɔ̃,tʁadɥize,tʁadɥiʁ,tʁadɥizɑ̃,tʁadɥi,tʁadɥi,tʁadɥit,tʁadɥit
trafiquer,trafiquer,tʁafik,tʁafik,tʁafik,tʁafikɔ̃,tʁafike,tʁafik,tʁafikE,tʁafikE,tʁafikE,tʁafikjɔ̃,tʁafikje,tʁafikE,tʁafikəʁE,tʁafikəʁa,tʁafikəʁa,tʁafikəʁɔ̃,tʁafikəʁe,tʁafikəʁɔ̃,tʁafikəʁE,tʁafikəʁE,tʁafikəʁE,tʁafikəʁjɔ̃,tʁafikəʁje,tʁafikəʁE,tʁafik,tʁafik,tʁafik,tʁafikjɔ̃,tʁafikje,tʁafik,tʁafikE,tʁafika,tʁafika,tʁafikam,tʁafikat,tʁafikEʁ,tʁafikas,tʁafikas,tʁafika,tʁafikasjɔ̃,tʁafikasje,tʁafikas,tʁafik,tʁafikɔ̃,tʁafike,tʁafike,tʁafikɑ̃,tʁafike,tʁafike,tʁafike,tʁafike
traficoter,traficoter,tʁafikɔt,tʁafikɔt,tʁafikɔt,tʁafikOtɔ̃,tʁafikOte,tʁafikɔt,tʁafikOtE,tʁafikOtE,tʁafikOtE,tʁafikOtjɔ̃,tʁafikOtje,tʁafikOtE,tʁafikɔtəʁE,tʁafikɔtəʁa,tʁafikɔtəʁa,tʁafikɔtəʁɔ̃,tʁafikɔtəʁe,tʁafikɔtəʁɔ̃,tʁafikɔtəʁE,tʁafikɔtəʁE,tʁafikɔtəʁE,tʁafikɔtəʁjɔ̃,tʁafikɔtəʁje,tʁafikɔtəʁE,tʁafikɔt,tʁafikɔt,tʁafikɔt,tʁafikOtjɔ̃,tʁafikOtje,tʁafikɔt,tʁafikOtE,tʁafikOta,tʁafikOta,tʁafikOtam,tʁafikOtat,tʁafikOtEʁ,tʁafikOtas,tʁafikOtas,tʁafikOta,tʁafikOtasjɔ̃,tʁafikOtasje,tʁafikOtas,tʁafikɔt,tʁafikOtɔ̃,tʁafikOte,tʁafikOte,tʁafikOtɑ̃,tʁafikOte,tʁafikOte,tʁafikOte,tʁafikOte
trahir,trahir,tʁai,tʁai,tʁai,tʁaisɔ̃,tʁaise,tʁais,tʁaisE,tʁaisE,tʁaisE,tʁaisjɔ̃,tʁaisje,tʁaisE,tʁaiʁE,tʁaiʁa,tʁaiʁa,tʁaiʁɔ̃,tʁaiʁe,tʁaiʁɔ̃,tʁaiʁE,tʁaiʁE,tʁaiʁE,tʁaiʁjɔ̃,tʁaiʁje,tʁaiʁE,tʁais,tʁais,tʁais,tʁaisjɔ̃,tʁaisje,tʁais,tʁai,tʁai,tʁai,tʁaim,tʁait,tʁaiʁ,tʁais,tʁais,tʁai,tʁaisjɔ̃,tʁaisje,tʁais,tʁai,tʁaisɔ̃,tʁaise,tʁaiʁ,tʁaisɑ̃,tʁai,tʁai,tʁai,tʁai
tracasser,tracasser,tʁakas,tʁakas,tʁakas,tʁakasɔ̃,tʁakase,tʁakas,tʁakasE,tʁakasE,tʁakasE,tʁakasjɔ̃,tʁakasje,tʁakasE,tʁakasəʁE,tʁakasəʁa,tʁakasəʁa,tʁakasəʁɔ̃,tʁakasəʁe,tʁakasəʁɔ̃,tʁakasəʁE,tʁakasəʁE,tʁakasəʁE,tʁakasəʁjɔ̃,tʁakasəʁje,tʁakasəʁE,tʁakas,tʁakas,tʁakas,tʁakasjɔ̃,tʁakasje,tʁakas,tʁakasE,tʁakasa,tʁakasa,tʁakasam,tʁakasat,tʁakasEʁ,tʁakasas,tʁakasas,tʁakasa,tʁakasasjɔ̃,tʁakasasje,tʁakasas,tʁakas,tʁakasɔ̃,tʁakase,tʁakase,tʁakasɑ̃,tʁakase,tʁakase,tʁakase,tʁakase
traquer,traquer,tʁak,tʁak,tʁak,tʁakɔ̃,tʁake,tʁak,tʁakE,tʁakE,tʁakE,tʁakjɔ̃,tʁakje,tʁakE,tʁakəʁE,tʁakəʁa,tʁakəʁa,tʁakəʁɔ̃,tʁakəʁe,tʁakəʁɔ̃,tʁakəʁE,tʁakəʁE,tʁakəʁE,tʁakəʁjɔ̃,tʁakəʁje,tʁakəʁE,tʁak,tʁak,tʁak,tʁakjɔ̃,tʁakje,tʁak,tʁakE,tʁaka,tʁaka,tʁakam,tʁakat,tʁakEʁ,tʁakas,tʁakas,tʁaka,tʁakasjɔ̃,tʁakasje,tʁakas,tʁak,tʁakɔ̃,tʁake,tʁake,tʁakɑ̃,tʁake,tʁake,tʁake,tʁake
tracter,tracter,tʁakt,tʁakt,tʁakt,tʁaktɔ̃,tʁakte,tʁakt,tʁaktE,tʁaktE,tʁaktE,tʁaktjɔ̃,tʁaktje,tʁaktE,tʁaktəʁE,tʁaktəʁa,tʁaktəʁa,tʁaktəʁɔ̃,tʁaktəʁe,tʁaktəʁɔ̃,tʁaktəʁE,tʁaktəʁE,tʁaktəʁE,tʁaktəʁjɔ̃,tʁaktəʁje,tʁaktəʁE,tʁakt,tʁakt,tʁakt,tʁaktjɔ̃,tʁaktje,tʁakt,tʁaktE,tʁakta,tʁakta,tʁaktam,tʁaktat,tʁaktEʁ,tʁaktas,tʁaktas,tʁakta,tʁaktasjɔ̃,tʁaktasje,tʁaktas,tʁakt,tʁaktɔ̃,tʁakte,tʁakte,tʁaktɑ̃,tʁakte,tʁakte,tʁakte,tʁakte
tramer,tramer,tʁam,tʁam,tʁam,tʁamɔ̃,tʁame,tʁam,tʁamE,tʁamE,tʁamE,tʁamjɔ̃,tʁamje,tʁamE,tʁaməʁE,tʁaməʁa,tʁaməʁa,tʁaməʁɔ̃,tʁaməʁe,tʁaməʁɔ̃,tʁaməʁE,tʁaməʁE,tʁaməʁE,tʁaməʁjɔ̃,tʁaməʁje,tʁaməʁE,tʁam,tʁam,tʁam,tʁamjɔ̃,tʁamje,tʁam,tʁamE,tʁama,tʁama,tʁamam,tʁamat,tʁamEʁ,tʁamas,tʁamas,tʁama,tʁamasjɔ̃,tʁamasje,tʁamas,tʁam,tʁamɔ̃,tʁame,tʁame,tʁamɑ̃,tʁame,tʁame,tʁame,tʁame
tracer,tracer,tʁas,tʁas,tʁas,tʁasɔ̃,tʁase,tʁas,tʁasE,tʁasE,tʁasE,tʁasjɔ̃,tʁasje,tʁasE,tʁasəʁE,tʁasəʁa,tʁasəʁa,tʁasəʁɔ̃,tʁasəʁe,tʁasəʁɔ̃,tʁasəʁE,tʁasəʁE,tʁasəʁE,tʁasəʁjɔ̃,tʁasəʁje,tʁasəʁE,tʁas,tʁas,tʁas,tʁasjɔ̃,tʁasje,tʁas,tʁasE,tʁasa,tʁasa,tʁasam,tʁasat,tʁasEʁ,tʁasas,tʁasas,tʁasa,tʁasasjɔ̃,tʁasasje,tʁasas,tʁas,tʁasɔ̃,tʁase,tʁase,tʁasɑ̃,tʁase,tʁase,tʁase,tʁase
travailler,travailler,tʁavaj,tʁavaj,tʁavaj,tʁavajɔ̃,tʁavaje,tʁavaj,tʁavajE,tʁavajE,tʁavajE,tʁavajɔ̃,tʁavaje,tʁavajE,tʁavajəʁE,tʁavajəʁa,tʁavajəʁa,tʁavajəʁɔ̃,tʁavajəʁe,tʁavajəʁɔ̃,tʁavajəʁE,tʁavajəʁE,tʁavajəʁE,tʁavajəʁjɔ̃,tʁavajəʁje,tʁavajəʁE,tʁavaj,tʁavaj,tʁavaj,tʁavajɔ̃,tʁavaje,tʁavaj,tʁavajE,tʁavaja,tʁavaja,tʁavajam,tʁavajat,tʁavajEʁ,tʁavajas,tʁavajas,tʁavaja,tʁavajasjɔ̃,tʁavajasje,tʁavajas,tʁavaj,tʁavajɔ̃,tʁavaje,tʁavaje,tʁavajɑ̃,tʁavaje,tʁavaje,tʁavaje,tʁavaje
traverser,traverser,tʁavɛʁs,tʁavɛʁs,tʁavɛʁs,tʁavɛʁsɔ̃,tʁavɛʁse,tʁavɛʁs,tʁavɛʁsE,tʁavɛʁsE,tʁavɛʁsE,tʁavɛʁsjɔ̃,tʁavɛʁsje,tʁavɛʁsE,tʁavɛʁsəʁE,tʁavɛʁsəʁa,tʁavɛʁsəʁa,tʁavɛʁsəʁɔ̃,tʁavɛʁsəʁe,tʁavɛʁsəʁɔ̃,tʁavɛʁsəʁE,tʁavɛʁsəʁE,tʁavɛʁsəʁE,tʁavɛʁsəʁjɔ̃,tʁavɛʁsəʁje,tʁavɛʁsəʁE,tʁavɛʁs,tʁavɛʁs,tʁavɛʁs,tʁavɛʁsjɔ̃,tʁavɛʁsje,tʁavɛʁs,tʁavɛʁsE,tʁavɛʁsa,tʁavɛʁsa,tʁavɛʁsam,tʁavɛʁsat,tʁavɛʁsEʁ,tʁavɛʁsas,tʁavɛʁsas,tʁavɛʁsa,tʁavɛʁsasjɔ̃,tʁavɛʁsasje,tʁavɛʁsas,tʁavɛʁs,tʁavɛʁsɔ̃,tʁavɛʁse,tʁavɛʁse,tʁavɛʁsɑ̃,tʁavɛʁse,tʁavɛʁse,tʁavɛʁse,tʁavɛʁse
travestir,travestir,tʁavɛsti,tʁavɛsti,tʁavɛsti,tʁavɛstisɔ̃,tʁavɛstise,tʁavɛstis,tʁavɛstisE,tʁavɛstisE,tʁavɛstisE,tʁavɛstisjɔ̃,tʁavɛstisje,tʁavɛstisE,tʁavɛstiʁE,tʁavɛstiʁa,tʁavɛstiʁa,tʁavɛstiʁɔ̃,tʁavɛstiʁe,tʁavɛstiʁɔ̃,tʁavɛstiʁE,tʁavɛstiʁE,tʁavɛstiʁE,tʁavɛstiʁjɔ̃,tʁavɛstiʁje,tʁavɛstiʁE,tʁavɛstis,tʁavɛstis,tʁavɛstis,tʁavɛstisjɔ̃,tʁavɛstisje,tʁavɛstis,tʁavɛsti,tʁavɛsti,tʁavɛsti,tʁavɛstim,tʁavɛstit,tʁavɛstiʁ,tʁavɛstis,tʁavɛstis,tʁavɛsti,tʁavɛstisjɔ̃,tʁavɛstisje,tʁavɛstis,tʁavɛsti,tʁavɛstisɔ̃,tʁavɛstise,tʁavɛstiʁ,tʁavɛstisɑ̃,tʁavɛsti,tʁavɛsti,tʁavɛsti,tʁavɛsti
trembler,trembler,tʁɑ̃bl,tʁɑ̃bl,tʁɑ̃bl,tʁɑ̃blɔ̃,tʁɑ̃ble,tʁɑ̃bl,tʁɑ̃blE,tʁɑ̃blE,tʁɑ̃blE,tʁɑ̃blijɔ̃,tʁɑ̃blije,tʁɑ̃blE,tʁɑ̃bləʁE,tʁɑ̃bləʁa,tʁɑ̃bləʁa,tʁɑ̃bləʁɔ̃,tʁɑ̃bləʁe,tʁɑ̃bləʁɔ̃,tʁɑ̃bləʁE,tʁɑ̃bləʁE,tʁɑ̃bləʁE,tʁɑ̃bləʁjɔ̃,tʁɑ̃bləʁje,tʁɑ̃bləʁE,tʁɑ̃bl,tʁɑ̃bl,tʁɑ̃bl,tʁɑ̃blijɔ̃,tʁɑ̃blije,tʁɑ̃bl,tʁɑ̃blE,tʁɑ̃bla,tʁɑ̃bla,tʁɑ̃blam,tʁɑ̃blat,tʁɑ̃blEʁ,tʁɑ̃blas,tʁɑ̃blas,tʁɑ̃bla,tʁɑ̃blasjɔ̃,tʁɑ̃blasje,tʁɑ̃blas,tʁɑ̃bl,tʁɑ̃blɔ̃,tʁɑ̃ble,tʁɑ̃ble,tʁɑ̃blɑ̃,tʁɑ̃ble,tʁɑ̃ble,tʁɑ̃ble,tʁɑ̃ble
trembloter,trembloter,tʁɑ̃blɔt,tʁɑ̃blɔt,tʁɑ̃blɔt,tʁɑ̃blOtɔ̃,tʁɑ̃blOte,tʁɑ̃blɔt,tʁɑ̃blOtE,tʁɑ̃blOtE,tʁɑ̃blOtE,tʁɑ̃blOtjɔ̃,tʁɑ̃blOtje,tʁɑ̃blOtE,tʁɑ̃blɔtəʁE,tʁɑ̃blɔtəʁa,tʁɑ̃blɔtəʁa,tʁɑ̃blɔtəʁɔ̃,tʁɑ̃blɔtəʁe,tʁɑ̃blɔtəʁɔ̃,tʁɑ̃blɔtəʁE,tʁɑ̃blɔtəʁE,tʁɑ̃blɔtəʁE,tʁɑ̃blɔtəʁjɔ̃,tʁɑ̃blɔtəʁje,tʁɑ̃blɔtəʁE,tʁɑ̃blɔt,tʁɑ̃blɔt,tʁɑ̃blɔt,tʁɑ̃blOtjɔ̃,tʁɑ̃blOtje,tʁɑ̃blɔt,tʁɑ̃blOtE,tʁɑ̃blOta,tʁɑ̃blOta,tʁɑ̃blOtam,tʁɑ̃blOtat,tʁɑ̃blOtEʁ,tʁɑ̃blOtas,tʁɑ̃blOtas,tʁɑ̃blOta,tʁɑ̃blOtasjɔ̃,tʁɑ̃blOtasje,tʁɑ̃blOtas,tʁɑ̃blɔt,tʁɑ̃blOtɔ̃,tʁɑ̃blOte,tʁɑ̃blOte,tʁɑ̃blOtɑ̃,tʁɑ̃blOte,tʁɑ̃blOte,tʁɑ̃blOte,tʁɑ̃blOte
tranquilliser,tranquilliser,tʁɑ̃kiliz,tʁɑ̃kiliz,tʁɑ̃kiliz,tʁɑ̃kilizɔ̃,tʁɑ̃kilize,tʁɑ̃kiliz,tʁɑ̃kilizE,tʁɑ̃kilizE,tʁɑ̃kilizE,tʁɑ̃kilizjɔ̃,tʁɑ̃kilizje,tʁɑ̃kilizE,tʁɑ̃kilizəʁE,tʁɑ̃kilizəʁa,tʁɑ̃kilizəʁa,tʁɑ̃kilizəʁɔ̃,tʁɑ̃kilizəʁe,tʁɑ̃kilizəʁɔ̃,tʁɑ̃kilizəʁE,tʁɑ̃kilizəʁE,tʁɑ̃kilizəʁE,tʁɑ̃kilizəʁjɔ̃,tʁɑ̃kilizəʁje,tʁɑ̃kilizəʁE,tʁɑ̃kiliz,tʁɑ̃kiliz,tʁɑ̃kiliz,tʁɑ̃kilizjɔ̃,tʁɑ̃kilizje,tʁɑ̃kiliz,tʁɑ̃kilizE,tʁɑ̃kiliza,tʁɑ̃kiliza,tʁɑ̃kilizam,tʁɑ̃kilizat,tʁɑ̃kilizEʁ,tʁɑ̃kilizas,tʁɑ̃kilizas,tʁɑ̃kiliza,tʁɑ̃kilizasjɔ̃,tʁɑ̃kilizasje,tʁɑ̃kilizas,tʁɑ̃kiliz,tʁɑ̃kilizɔ̃,tʁɑ̃kilize,tʁɑ̃kilize,tʁɑ̃kilizɑ̃,tʁɑ̃kilize,tʁɑ̃kilize,tʁɑ̃kilize,tʁɑ̃kilize
tremper,tremper,tʁɑ̃p,tʁɑ̃p,tʁɑ̃p,tʁɑ̃pɔ̃,tʁɑ̃pe,tʁɑ̃p,tʁɑ̃pE,tʁɑ̃pE,tʁɑ̃pE,tʁɑ̃pjɔ̃,tʁɑ̃pje,tʁɑ̃pE,tʁɑ̃pəʁE,tʁɑ̃pəʁa,tʁɑ̃pəʁa,tʁɑ̃pəʁɔ̃,tʁɑ̃pəʁe,tʁɑ̃pəʁɔ̃,tʁɑ̃pəʁE,tʁɑ̃pəʁE,tʁɑ̃pəʁE,tʁɑ̃pəʁjɔ̃,tʁɑ̃pəʁje,tʁɑ̃pəʁE,tʁɑ̃p,tʁɑ̃p,tʁɑ̃p,tʁɑ̃pjɔ̃,tʁɑ̃pje,tʁɑ̃p,tʁɑ̃pE,tʁɑ̃pa,tʁɑ̃pa,tʁɑ̃pam,tʁɑ̃pat,tʁɑ̃pEʁ,tʁɑ̃pas,tʁɑ̃pas,tʁɑ̃pa,tʁɑ̃pasjɔ̃,tʁɑ̃pasje,tʁɑ̃pas,tʁɑ̃p,tʁɑ̃pɔ̃,tʁɑ̃pe,tʁɑ̃pe,tʁɑ̃pɑ̃,tʁɑ̃pe,tʁɑ̃pe,tʁɑ̃pe,tʁɑ̃pe
transcender,transcender,tʁɑ̃sɑ̃d,tʁɑ̃sɑ̃d,tʁɑ̃sɑ̃d,tʁɑ̃sɑ̃dɔ̃,tʁɑ̃sɑ̃de,tʁɑ̃sɑ̃d,tʁɑ̃sɑ̃dE,tʁɑ̃sɑ̃dE,tʁɑ̃sɑ̃dE,tʁɑ̃sɑ̃djɔ̃,tʁɑ̃sɑ̃dje,tʁɑ̃sɑ̃dE,tʁɑ̃sɑ̃dəʁE,tʁɑ̃sɑ̃dəʁa,tʁɑ̃sɑ̃dəʁa,tʁɑ̃sɑ̃dəʁɔ̃,tʁɑ̃sɑ̃dəʁe,tʁɑ̃sɑ̃dəʁɔ̃,tʁɑ̃sɑ̃dəʁE,tʁɑ̃sɑ̃dəʁE,tʁɑ̃sɑ̃dəʁE,tʁɑ̃sɑ̃dəʁjɔ̃,tʁɑ̃sɑ̃dəʁje,tʁɑ̃sɑ̃dəʁE,tʁɑ̃sɑ̃d,tʁɑ̃sɑ̃d,tʁɑ̃sɑ̃d,tʁɑ̃sɑ̃djɔ̃,tʁɑ̃sɑ̃dje,tʁɑ̃sɑ̃d,tʁɑ̃sɑ̃dE,tʁɑ̃sɑ̃da,tʁɑ̃sɑ̃da,tʁɑ̃sɑ̃dam,tʁɑ̃sɑ̃dat,tʁɑ̃sɑ̃dEʁ,tʁɑ̃sɑ̃das,tʁɑ̃sɑ̃das,tʁɑ̃sɑ̃da,tʁɑ̃sɑ̃dasjɔ̃,tʁɑ̃sɑ̃dasje,tʁɑ̃sɑ̃das,tʁɑ̃sɑ̃d,tʁɑ̃sɑ̃dɔ̃,tʁɑ̃sɑ̃de,tʁɑ̃sɑ̃de,tʁɑ̃sɑ̃dɑ̃,tʁɑ̃sɑ̃de,tʁɑ̃sɑ̃de,tʁɑ̃sɑ̃de,tʁɑ̃sɑ̃de
transbahuter,transbahuter,tʁɑ̃sbayt,tʁɑ̃sbayt,tʁɑ̃sbayt,tʁɑ̃sbaytɔ̃,tʁɑ̃sbayte,tʁɑ̃sbayt,tʁɑ̃sbaytE,tʁɑ̃sbaytE,tʁɑ̃sbaytE,tʁɑ̃sbaytjɔ̃,tʁɑ̃sbaytje,tʁɑ̃sbaytE,tʁɑ̃sbaytəʁE,tʁɑ̃sbaytəʁa,tʁɑ̃sbaytəʁa,tʁɑ̃sbaytəʁɔ̃,tʁɑ̃sbaytəʁe,tʁɑ̃sbaytəʁɔ̃,tʁɑ̃sbaytəʁE,tʁɑ̃sbaytəʁE,tʁɑ̃sbaytəʁE,tʁɑ̃sbaytəʁjɔ̃,tʁɑ̃sbaytəʁje,tʁɑ̃sbaytəʁE,tʁɑ̃sbayt,tʁɑ̃sbayt,tʁɑ̃sbayt,tʁɑ̃sbaytjɔ̃,tʁɑ̃sbaytje,tʁɑ̃sbayt,tʁɑ̃sbaytE,tʁɑ̃sbayta,tʁɑ̃sbayta,tʁɑ̃sbaytam,tʁɑ̃sbaytat,tʁɑ̃sbaytEʁ,tʁɑ̃sbaytas,tʁɑ̃sbaytas,tʁɑ̃sbayta,tʁɑ̃sbaytasjɔ̃,tʁɑ̃sbaytasje,tʁɑ̃sbaytas,tʁɑ̃sbayt,tʁɑ̃sbaytɔ̃,tʁɑ̃sbayte,tʁɑ̃sbayte,tʁɑ̃sbaytɑ̃,tʁɑ̃sbayte,tʁɑ̃sbayte,tʁɑ̃sbayte,tʁɑ̃sbayte
